stredisko_id,ucet_cislo,obdobi,plan,skutecnost,odchylka,odchylka_pct
STR006,562,2025-09,356537.71,302705.97,-53831.74,-15.1
STR006,562,2025-10,233938.66,194388.68,-39549.98,-16.9
STR006,562,2025-11,414864.69,398048.72,-16815.97,-4.1
STR006,562,2025-12,415233.25,412835.99,-2397.26,-0.6
STR006,603,2023-01,21427.44,18048.28,-3379.16,-15.8
STR006,603,2023-02,187779.13,156858.22,-30920.91,-16.5
STR006,603,2023-03,267654.73,205503.2,-62151.53,-23.2
STR006,603,2023-04,407681.2,488024.5,80343.3,19.7
STR006,603,2023-05,224168.74,231309.27,7140.53,3.2
STR006,603,2023-06,406657.84,408354.63,1696.79,0.4
STR006,603,2023-07,90572.68,90258.34,-314.34,-0.3
STR006,603,2023-08,143489.03,154421.26,10932.23,7.6
STR006,603,2023-09,421434.47,503601.97,82167.5,19.5
STR006,603,2023-10,306750.07,223390.31,-83359.76,-27.2
STR006,603,2023-11,424601.96,433800.64,9198.68,2.2
STR006,603,2023-12,375836.24,281463.79,-94372.45,-25.1
STR006,603,2024-01,306026.17,272477.07,-33549.1,-11.0
STR006,603,2024-02,16785.73,19042.88,2257.15,13.4
STR006,603,2024-03,423495.47,545692.17,122196.7,28.9
STR006,603,2024-04,357573.75,335050.68,-22523.07,-6.3
STR006,603,2024-05,131883.31,134687.33,2804.02,2.1
STR006,603,2024-06,350936.07,421937.18,71001.11,20.2
STR006,603,2024-07,369737.52,328878.66,-40858.86,-11.1
STR006,603,2024-08,293894.42,300392.52,6498.1,2.2
STR006,603,2024-09,18908.39,18294.51,-613.88,-3.2
STR006,603,2024-10,117211.2,129908.29,12697.09,10.8
STR006,603,2024-11,404140.84,520543.09,116402.25,28.8
STR006,603,2024-12,135477.09,105981.88,-29495.21,-21.8
STR006,603,2025-01,432279.14,414882.07,-17397.07,-4.0
STR006,603,2025-02,275943.31,288407.21,12463.9,4.5
STR006,603,2025-03,269101.79,334337.82,65236.03,24.2
STR006,603,2025-04,474638.84,397695.09,-76943.75,-16.2
STR006,603,2025-05,367547.91,456272.5,88724.59,24.1
STR006,603,2025-06,241171.37,221005.82,-20165.55,-8.4
STR006,603,2025-07,481420.3,490816.04,9395.74,2.0
STR006,603,2025-08,384953.5,363534.82,-21418.68,-5.6
STR006,603,2025-09,328392.03,409637.75,81245.72,24.7
STR006,603,2025-10,89963.85,105774.26,15810.41,17.6
STR006,603,2025-11,135276.68,98445.41,-36831.27,-27.2
STR006,603,2025-12,349596.09,304328.52,-45267.57,-12.9
STR006,604,2023-01,185434.41,135450.25,-49984.16,-27.0
STR006,604,2023-02,435221.18,561148.84,125927.66,28.9
STR006,604,2023-03,456099.58,406435.21,-49664.37,-10.9
STR006,604,2023-04,189974.24,245799.74,55825.5,29.4
STR006,604,2023-05,496048.92,368418.05,-127630.87,-25.7
STR006,604,2023-06,280922.62,340162.43,59239.81,21.1
STR006,604,2023-07,376165.52,342848.16,-33317.36,-8.9
STR006,604,2023-08,307782.1,387356.74,79574.64,25.9
STR006,604,2023-09,317754.22,244641.33,-73112.89,-23.0
STR006,604,2023-10,382419.8,320849.08,-61570.72,-16.1
STR006,604,2023-11,18176.82,19503.53,1326.71,7.3
STR006,604,2023-12,11050.02,10270.49,-779.53,-7.1
STR006,604,2024-01,321511.61,288464.62,-33046.99,-10.3
STR006,604,2024-02,415629.56,538878.37,123248.81,29.7
STR006,604,2024-03,331012.72,407445.02,76432.3,23.1
STR006,604,2024-04,21285.33,27083.48,5798.15,27.2
STR006,604,2024-05,402359.64,404108.03,1748.39,0.4
STR006,604,2024-06,200904.37,181645.7,-19258.67,-9.6
STR006,604,2024-07,384744.31,327012.21,-57732.1,-15.0
STR006,604,2024-08,74885.27,88053.58,13168.31,17.6
STR006,604,2024-09,290330.96,341627.43,51296.47,17.7
STR006,604,2024-10,197829.81,233788.87,35959.06,18.2
STR006,604,2024-11,475204.69,434083.14,-41121.55,-8.7
STR006,604,2024-12,204605.29,200142.23,-4463.06,-2.2
STR006,604,2025-01,240842.48,210805.16,-30037.32,-12.5
STR006,604,2025-02,380020.94,431096.25,51075.31,13.4
STR006,604,2025-03,278545.93,282105.66,3559.73,1.3
STR006,604,2025-04,439427.68,421997.19,-17430.49,-4.0
STR006,604,2025-05,375851.7,412288.2,36436.5,9.7
STR006,604,2025-06,498996.76,502263.66,3266.9,0.7
STR006,604,2025-07,453379.16,509303.34,55924.18,12.3
STR006,604,2025-08,204287.26,204270.66,-16.6,-0.0
STR006,604,2025-09,131028.05,154640.89,23612.84,18.0
STR006,604,2025-10,495075.7,516784.64,21708.94,4.4
STR006,604,2025-11,476906.11,616053.81,139147.7,29.2
STR006,604,2025-12,490766.29,377072.18,-113694.11,-23.2
STR006,543,2023-01,457518.46,323782.66,-133735.8,-29.2
STR006,543,2023-02,159283.5,167098.03,7814.53,4.9
STR006,543,2023-03,48032.86,55502.57,7469.71,15.6
STR006,543,2023-04,72229.31,78963.31,6734.0,9.3
STR006,543,2023-05,449248.88,562603.26,113354.38,25.2
STR006,543,2023-06,175877.26,123936.13,-51941.13,-29.5
STR006,543,2023-07,450316.33,580162.88,129846.55,28.8
STR006,543,2023-08,54361.98,68660.2,14298.22,26.3
STR006,543,2023-09,18969.29,20066.31,1097.02,5.8
STR006,543,2023-10,279842.75,246683.92,-33158.83,-11.8
STR006,543,2023-11,77945.7,69465.0,-8480.7,-10.9
STR006,543,2023-12,78082.03,95324.93,17242.9,22.1
STR006,543,2024-01,230463.12,170407.42,-60055.7,-26.1
STR006,543,2024-02,304735.42,318768.94,14033.52,4.6
STR006,543,2024-03,73189.21,84352.4,11163.19,15.3
STR006,543,2024-04,14492.7,11363.5,-3129.2,-21.6
STR006,543,2024-05,468080.07,333931.1,-134148.97,-28.7
STR006,543,2024-06,109969.62,142343.06,32373.44,29.4
STR006,543,2024-07,133284.49,132412.22,-872.27,-0.7
STR006,543,2024-08,113508.0,122784.75,9276.75,8.2
STR006,543,2024-09,271931.3,339559.87,67628.57,24.9
STR006,543,2024-10,337168.15,243940.08,-93228.07,-27.7
STR006,543,2024-11,327704.61,371085.68,43381.07,13.2
STR006,543,2024-12,466506.62,485910.77,19404.15,4.2
STR006,543,2025-01,482693.14,367880.43,-114812.71,-23.8
STR006,543,2025-02,169358.1,169579.72,221.62,0.1
STR006,543,2025-03,423383.13,457294.43,33911.3,8.0
STR006,543,2025-04,189613.17,204967.57,15354.4,8.1
STR006,543,2025-05,343098.36,269857.03,-73241.33,-21.3
STR006,543,2025-06,250182.89,301966.25,51783.36,20.7
STR006,543,2025-07,242190.38,313918.76,71728.38,29.6
STR006,543,2025-08,385804.58,459076.58,73272.0,19.0
STR006,543,2025-09,243612.73,289631.83,46019.1,18.9
STR006,543,2025-10,288448.34,222494.18,-65954.16,-22.9
STR006,543,2025-11,59880.9,58632.52,-1248.38,-2.1
STR006,543,2025-12,69958.05,71581.11,1623.06,2.3
STR006,544,2023-01,393944.71,345788.34,-48156.37,-12.2
STR006,544,2023-02,8951.94,7896.85,-1055.09,-11.8
STR006,544,2023-03,12439.52,9476.15,-2963.37,-23.8
STR006,544,2023-04,207385.57,258465.99,51080.42,24.6
STR006,544,2023-05,94102.05,67552.4,-26549.65,-28.2
STR006,544,2023-06,9109.08,6828.77,-2280.31,-25.0
STR006,544,2023-07,9880.76,8108.03,-1772.73,-17.9
STR006,544,2023-08,231838.11,220126.53,-11711.58,-5.1
STR006,544,2023-09,46003.56,41019.93,-4983.63,-10.8
STR006,544,2023-10,81956.01,102530.05,20574.04,25.1
STR006,544,2023-11,95745.92,116236.62,20490.7,21.4
STR006,544,2023-12,365948.56,307817.2,-58131.36,-15.9
STR006,544,2024-01,437791.42,541822.5,104031.08,23.8
STR006,544,2024-02,398231.03,457052.8,58821.77,14.8
STR006,544,2024-03,219133.78,267426.01,48292.23,22.0
STR006,544,2024-04,124425.97,99287.4,-25138.57,-20.2
STR006,544,2024-05,474842.29,356728.09,-118114.2,-24.9
STR006,544,2024-06,410469.88,500142.74,89672.86,21.8
STR006,544,2024-07,221737.14,253120.3,31383.16,14.2
STR006,544,2024-08,29810.09,36352.41,6542.32,21.9
STR006,544,2024-09,199726.08,185633.35,-14092.73,-7.1
STR006,544,2024-10,120475.01,132892.19,12417.18,10.3
STR006,544,2024-11,235191.73,213975.51,-21216.22,-9.0
STR006,544,2024-12,381834.13,372402.42,-9431.71,-2.5
STR006,544,2025-01,389534.88,491406.88,101872.0,26.2
STR006,544,2025-02,213464.81,174328.04,-39136.77,-18.3
STR006,544,2025-03,204122.76,260006.88,55884.12,27.4
STR006,544,2025-04,50046.18,42280.26,-7765.92,-15.5
STR006,544,2025-05,42655.37,48056.02,5400.65,12.7
STR006,544,2025-06,117036.61,101675.67,-15360.94,-13.1
STR006,544,2025-07,154293.38,152502.25,-1791.13,-1.2
STR006,544,2025-08,437146.3,562606.23,125459.93,28.7
STR006,544,2025-09,313836.86,311982.62,-1854.24,-0.6
STR006,544,2025-10,492268.27,390534.78,-101733.49,-20.7
STR006,544,2025-11,247543.05,174052.0,-73491.05,-29.7
STR006,544,2025-12,441445.43,459850.76,18405.33,4.2
STR006,604,2023-01,190722.43,176318.35,-14404.08,-7.6
STR006,604,2023-02,268349.19,311879.86,43530.67,16.2
STR006,604,2023-03,449327.52,497708.63,48381.11,10.8
STR006,604,2023-04,444710.28,452086.43,7376.15,1.7
STR006,604,2023-05,155481.06,144163.19,-11317.87,-7.3
STR006,604,2023-06,141772.18,114717.67,-27054.51,-19.1
STR006,604,2023-07,378292.59,450124.85,71832.26,19.0
STR006,604,2023-08,38636.65,27066.88,-11569.77,-29.9
STR006,604,2023-09,353277.06,261167.96,-92109.1,-26.1
STR006,604,2023-10,398647.69,456771.7,58124.01,14.6
STR006,604,2023-11,273834.7,227807.06,-46027.64,-16.8
STR006,604,2023-12,249068.06,216388.97,-32679.09,-13.1
STR006,604,2024-01,396710.02,413887.88,17177.86,4.3
STR006,604,2024-02,214893.43,173071.92,-41821.51,-19.5
STR006,604,2024-03,477397.69,496599.49,19201.8,4.0
STR006,604,2024-04,104044.26,110364.92,6320.66,6.1
STR006,604,2024-05,366807.76,420431.97,53624.21,14.6
STR006,604,2024-06,244594.53,212866.2,-31728.33,-13.0
STR006,604,2024-07,432171.25,318870.9,-113300.35,-26.2
STR006,604,2024-08,141650.31,111252.76,-30397.55,-21.5
STR006,604,2024-09,48672.45,46710.03,-1962.42,-4.0
STR006,604,2024-10,110646.88,94154.15,-16492.73,-14.9
STR006,604,2024-11,224454.39,288667.72,64213.33,28.6
STR006,604,2024-12,164365.7,155734.47,-8631.23,-5.3
STR006,604,2025-01,194777.31,246505.07,51727.76,26.6
STR006,604,2025-02,330937.79,280763.55,-50174.24,-15.2
STR006,604,2025-03,229600.29,214910.7,-14689.59,-6.4
STR006,604,2025-04,247807.06,191348.47,-56458.59,-22.8
STR006,604,2025-05,401999.76,393965.69,-8034.07,-2.0
STR006,604,2025-06,312568.51,377310.39,64741.88,20.7
STR006,604,2025-07,387035.97,383543.34,-3492.63,-0.9
STR006,604,2025-08,5654.3,4670.31,-983.99,-17.4
STR006,604,2025-09,162797.03,143835.46,-18961.57,-11.6
STR006,604,2025-10,403813.13,329873.92,-73939.21,-18.3
STR006,604,2025-11,116021.88,98823.88,-17198.0,-14.8
STR006,604,2025-12,273659.74,192638.92,-81020.82,-29.6
STR006,554,2023-01,350283.08,255606.33,-94676.75,-27.0
STR006,554,2023-02,278548.26,300535.84,21987.58,7.9
STR006,554,2023-03,222175.89,276668.12,54492.23,24.5
STR006,554,2023-04,277362.13,204303.82,-73058.31,-26.3
STR006,554,2023-05,48992.64,47654.92,-1337.72,-2.7
STR006,554,2023-06,50785.35,51063.2,277.85,0.5
STR006,554,2023-07,469043.17,445800.89,-23242.28,-5.0
STR006,554,2023-08,487544.51,454570.11,-32974.4,-6.8
STR006,554,2023-09,300640.3,366940.81,66300.51,22.1
STR006,554,2023-10,497406.98,432081.22,-65325.76,-13.1
STR006,554,2023-11,320717.5,349984.09,29266.59,9.1
STR006,554,2023-12,404884.52,341312.93,-63571.59,-15.7
STR006,554,2024-01,489851.24,375830.69,-114020.55,-23.3
STR006,554,2024-02,305137.69,328764.34,23626.65,7.7
STR006,554,2024-03,110529.04,78104.03,-32425.01,-29.3
STR006,554,2024-04,135122.61,108309.3,-26813.31,-19.8
STR006,554,2024-05,389212.39,352627.43,-36584.96,-9.4
STR006,554,2024-06,275703.94,286828.24,11124.3,4.0
STR006,554,2024-07,442663.9,570376.94,127713.04,28.9
STR006,554,2024-08,364339.31,322925.73,-41413.58,-11.4
STR006,554,2024-09,6749.01,7538.36,789.35,11.7
STR006,554,2024-10,296315.45,323537.12,27221.67,9.2
STR006,554,2024-11,190733.85,175025.36,-15708.49,-8.2
STR006,554,2024-12,128056.9,142540.29,14483.39,11.3
STR006,554,2025-01,216254.12,170290.31,-45963.81,-21.3
STR006,554,2025-02,214172.2,232385.66,18213.46,8.5
STR006,554,2025-03,343078.32,360706.79,17628.47,5.1
STR006,554,2025-04,80127.64,61038.4,-19089.24,-23.8
STR006,554,2025-05,498855.29,638277.87,139422.58,27.9
STR006,554,2025-06,267253.53,343411.62,76158.09,28.5
STR006,554,2025-07,70936.5,70566.09,-370.41,-0.5
STR006,554,2025-08,133986.62,155660.49,21673.87,16.2
STR006,554,2025-09,441863.23,573719.57,131856.34,29.8
STR006,554,2025-10,26089.28,27271.94,1182.66,4.5
STR006,554,2025-11,494122.68,398446.53,-95676.15,-19.4
STR006,554,2025-12,290499.42,222291.39,-68208.03,-23.5
STR007,501,2023-01,268458.1,262761.98,-5696.12,-2.1
STR007,501,2023-02,436558.85,437586.05,1027.2,0.2
STR007,501,2023-03,391339.49,387440.57,-3898.92,-1.0
STR007,501,2023-04,157920.65,124570.22,-33350.43,-21.1
STR007,501,2023-05,474326.0,398634.54,-75691.46,-16.0
STR007,501,2023-06,456310.44,505681.5,49371.06,10.8
STR007,501,2023-07,167054.71,119470.53,-47584.18,-28.5
STR007,501,2023-08,334618.45,395845.54,61227.09,18.3
STR007,501,2023-09,360231.48,376610.14,16378.66,4.5
STR007,501,2023-10,476656.16,598411.22,121755.06,25.5
STR007,501,2023-11,437087.24,435626.5,-1460.74,-0.3
STR007,501,2023-12,276604.09,311572.17,34968.08,12.6
STR007,501,2024-01,464546.65,450695.39,-13851.26,-3.0
STR007,501,2024-02,404528.12,360376.67,-44151.45,-10.9
STR007,501,2024-03,328326.09,296471.94,-31854.15,-9.7
STR007,501,2024-04,441144.1,405899.05,-35245.05,-8.0
STR007,501,2024-05,334078.82,305524.75,-28554.07,-8.5
STR007,501,2024-06,82566.48,59607.16,-22959.32,-27.8
STR007,501,2024-07,199451.68,207159.14,7707.46,3.9
STR007,501,2024-08,385525.34,352284.81,-33240.53,-8.6
STR007,501,2024-09,344321.77,369814.53,25492.76,7.4
STR007,501,2024-10,499223.96,354180.15,-145043.81,-29.1
STR007,501,2024-11,14662.51,13032.72,-1629.79,-11.1
STR007,501,2024-12,43032.07,52350.8,9318.73,21.7
STR007,501,2025-01,188799.14,162804.71,-25994.43,-13.8
STR007,501,2025-02,356332.54,270084.49,-86248.05,-24.2
STR007,501,2025-03,82941.25,66284.06,-16657.19,-20.1
STR007,501,2025-04,217834.77,273655.93,55821.16,25.6
STR007,501,2025-05,251363.26,224078.35,-27284.91,-10.9
STR007,501,2025-06,252602.75,238241.12,-14361.63,-5.7
STR007,501,2025-07,384649.61,421626.57,36976.96,9.6
STR007,501,2025-08,113061.61,124068.39,11006.78,9.7
STR007,501,2025-09,265742.25,317791.06,52048.81,19.6
STR007,501,2025-10,195030.59,253135.38,58104.79,29.8
STR007,501,2025-11,159898.22,114298.73,-45599.49,-28.5
STR007,501,2025-12,284735.27,347920.8,63185.53,22.2
STR007,507,2023-01,491548.15,443163.78,-48384.37,-9.8
STR007,507,2023-02,22583.55,18443.11,-4140.44,-18.3
STR007,507,2023-03,246887.05,227938.57,-18948.48,-7.7
STR007,507,2023-04,115178.39,123945.06,8766.67,7.6
STR007,507,2023-05,141225.98,151706.69,10480.71,7.4
STR007,507,2023-06,328633.83,398486.82,69852.99,21.3
STR007,507,2023-07,498416.42,415065.49,-83350.93,-16.7
STR007,507,2023-08,350049.3,304677.14,-45372.16,-13.0
STR007,507,2023-09,31900.69,22975.96,-8924.73,-28.0
STR007,507,2023-10,176608.78,136984.16,-39624.62,-22.4
STR007,507,2023-11,284911.37,214672.4,-70238.97,-24.7
STR007,507,2023-12,48203.82,62251.23,14047.41,29.1
STR007,507,2024-01,243550.08,251579.21,8029.13,3.3
STR007,507,2024-02,94819.21,95770.28,951.07,1.0
STR007,507,2024-03,211065.69,224657.11,13591.42,6.4
STR007,507,2024-04,30624.31,34215.72,3591.41,11.7
STR007,507,2024-05,257531.92,191448.81,-66083.11,-25.7
STR007,507,2024-06,157056.39,169441.24,12384.85,7.9
STR007,507,2024-07,56815.26,57038.59,223.33,0.4
STR007,507,2024-08,469671.12,559802.86,90131.74,19.2
STR007,507,2024-09,419192.32,333614.13,-85578.19,-20.4
STR007,507,2024-10,99293.24,93288.57,-6004.67,-6.0
STR007,507,2024-11,121191.68,113915.07,-7276.61,-6.0
STR007,507,2024-12,303942.21,349357.71,45415.5,14.9
STR007,507,2025-01,58750.2,48359.42,-10390.78,-17.7
STR007,507,2025-02,84107.52,81915.83,-2191.69,-2.6
STR007,507,2025-03,294374.17,375100.2,80726.03,27.4
STR007,507,2025-04,423407.28,522626.87,99219.59,23.4
STR007,507,2025-05,126003.81,162343.05,36339.24,28.8
STR007,507,2025-06,307204.0,218891.91,-88312.09,-28.7
STR007,507,2025-07,411954.82,430939.82,18985.0,4.6
STR007,507,2025-08,180901.53,228085.58,47184.05,26.1
STR007,507,2025-09,108583.2,77879.26,-30703.94,-28.3
STR007,507,2025-10,376870.51,296243.08,-80627.43,-21.4
STR007,507,2025-11,186375.87,226515.16,40139.29,21.5
STR007,507,2025-12,269270.86,316654.12,47383.26,17.6
STR007,562,2023-01,116163.86,112666.93,-3496.93,-3.0
STR007,562,2023-02,409064.06,506048.67,96984.61,23.7
STR007,562,2023-03,451118.81,452352.78,1233.97,0.3
STR007,562,2023-04,76624.78,72641.19,-3983.59,-5.2
STR007,562,2023-05,318004.5,365512.44,47507.94,14.9
STR007,562,2023-06,107663.41,100554.82,-7108.59,-6.6
STR007,562,2023-07,161024.24,116284.81,-44739.43,-27.8
STR007,562,2023-08,114228.26,113301.38,-926.88,-0.8
STR007,562,2023-09,290503.7,353872.63,63368.93,21.8
STR007,562,2023-10,152360.95,148289.77,-4071.18,-2.7
STR007,562,2023-11,7291.85,6394.66,-897.19,-12.3
STR007,562,2023-12,214249.6,159921.81,-54327.79,-25.4
STR007,562,2024-01,213002.9,223563.77,10560.87,5.0
STR007,562,2024-02,48103.12,62120.77,14017.65,29.1
STR007,562,2024-03,217129.61,253335.88,36206.27,16.7
STR007,562,2024-04,267685.74,345030.78,77345.04,28.9
STR007,562,2024-05,228345.64,193746.29,-34599.35,-15.2
STR007,562,2024-06,246306.78,206582.21,-39724.57,-16.1
STR007,562,2024-07,370989.04,269399.89,-101589.15,-27.4
STR007,562,2024-08,265977.01,266236.71,259.7,0.1
STR007,562,2024-09,470177.46,403740.66,-66436.8,-14.1
STR007,562,2024-10,488810.67,572965.65,84154.98,17.2
STR007,562,2024-11,465677.92,408494.69,-57183.23,-12.3
STR007,562,2024-12,441368.49,456768.75,15400.26,3.5
STR007,562,2025-01,208134.03,216429.54,8295.51,4.0
STR007,562,2025-02,416560.46,329821.96,-86738.5,-20.8
STR007,562,2025-03,430030.08,310805.6,-119224.48,-27.7
STR007,562,2025-04,423390.18,544607.97,121217.79,28.6
STR007,562,2025-05,33951.53,24590.98,-9360.55,-27.6
STR007,562,2025-06,86051.03,68238.57,-17812.46,-20.7
STR007,562,2025-07,443639.03,490315.01,46675.98,10.5
STR007,562,2025-08,216361.83,247651.43,31289.6,14.5
STR007,562,2025-09,456114.18,406933.12,-49181.06,-10.8
STR007,562,2025-10,137831.31,100727.42,-37103.89,-26.9
STR007,562,2025-11,487170.49,525652.86,38482.37,7.9
STR007,562,2025-12,432015.1,303864.69,-128150.41,-29.7
STR007,644,2023-01,225222.01,250666.65,25444.64,11.3
STR007,644,2023-02,116222.92,140324.01,24101.09,20.7
STR007,644,2023-03,138741.49,116726.83,-22014.66,-15.9
STR007,644,2023-04,210689.04,187231.0,-23458.04,-11.1
STR007,644,2023-05,99616.94,86019.87,-13597.07,-13.6
STR007,644,2023-06,106457.93,111732.79,5274.86,5.0
STR007,644,2023-07,340833.35,372571.96,31738.61,9.3
STR007,644,2023-08,252849.17,186526.77,-66322.4,-26.2
STR007,644,2023-09,128812.83,148201.91,19389.08,15.1
STR007,644,2023-10,155569.33,186233.97,30664.64,19.7
STR007,644,2023-11,124672.96,157991.23,33318.27,26.7
STR007,644,2023-12,152909.35,140880.4,-12028.95,-7.9
STR007,644,2024-01,41805.13,52563.15,10758.02,25.7
STR007,644,2024-02,407792.65,434088.82,26296.17,6.4
STR007,644,2024-03,265489.29,307049.29,41560.0,15.7
STR007,644,2024-04,463629.01,494936.44,31307.43,6.8
STR007,644,2024-05,143694.17,121636.68,-22057.49,-15.4
STR007,644,2024-06,39332.83,41532.14,2199.31,5.6
STR007,644,2024-07,155793.37,129149.54,-26643.83,-17.1
STR007,644,2024-08,186625.57,213858.14,27232.57,14.6
STR007,644,2024-09,437453.37,307503.91,-129949.46,-29.7
STR007,644,2024-10,354168.85,272822.26,-81346.59,-23.0
STR007,644,2024-11,145577.64,117850.57,-27727.07,-19.0
STR007,644,2024-12,255906.61,215707.23,-40199.38,-15.7
STR007,644,2025-01,443256.46,349629.5,-93626.96,-21.1
STR007,644,2025-02,30788.99,22954.51,-7834.48,-25.4
STR007,644,2025-03,284886.33,200434.01,-84452.32,-29.6
STR007,644,2025-04,384226.16,333049.58,-51176.58,-13.3
STR007,644,2025-05,497492.0,643333.13,145841.13,29.3
STR007,644,2025-06,53861.1,69463.91,15602.81,29.0
STR007,644,2025-07,126966.71,128293.63,1326.92,1.0
STR007,644,2025-08,60042.99,74610.58,14567.59,24.3
STR007,644,2025-09,45625.76,37090.39,-8535.37,-18.7
STR007,644,2025-10,398175.86,367699.64,-30476.22,-7.7
STR007,644,2025-11,267656.58,215214.99,-52441.59,-19.6
STR007,644,2025-12,248725.14,221508.55,-27216.59,-10.9
STR007,665,2023-01,102147.79,103051.84,904.05,0.9
STR007,665,2023-02,167196.91,191807.08,24610.17,14.7
STR007,665,2023-03,307155.61,306726.79,-428.82,-0.1
STR007,665,2023-04,360835.08,390950.27,30115.19,8.3
STR007,665,2023-05,137931.62,129330.93,-8600.69,-6.2
STR007,665,2023-06,309488.16,223482.44,-86005.72,-27.8
STR007,665,2023-07,490918.45,604898.21,113979.76,23.2
STR007,665,2023-08,392801.29,293016.92,-99784.37,-25.4
STR007,665,2023-09,74677.81,62222.59,-12455.22,-16.7
STR007,665,2023-10,464822.89,348279.97,-116542.92,-25.1
STR007,665,2023-11,487221.62,537210.74,49989.12,10.3
STR007,665,2023-12,144494.21,138139.38,-6354.83,-4.4
STR007,665,2024-01,22379.82,17322.12,-5057.7,-22.6
STR007,665,2024-02,105530.92,131515.42,25984.5,24.6
STR007,665,2024-03,165085.61,163138.59,-1947.02,-1.2
STR007,665,2024-04,212422.23,270409.12,57986.89,27.3
STR007,665,2024-05,377660.19,347614.55,-30045.64,-8.0
STR007,665,2024-06,408076.74,447487.67,39410.93,9.7
STR007,665,2024-07,488018.03,372830.07,-115187.96,-23.6
STR007,665,2024-08,60602.04,59781.03,-821.01,-1.4
STR007,665,2024-09,385135.88,447702.31,62566.43,16.2
STR007,665,2024-10,190623.77,189851.84,-771.93,-0.4
STR007,665,2024-11,407733.14,309069.13,-98664.01,-24.2
STR007,665,2024-12,418462.92,343318.69,-75144.23,-18.0
STR007,665,2025-01,320607.32,343785.09,23177.77,7.2
STR007,665,2025-02,461271.64,455516.6,-5755.04,-1.2
STR007,665,2025-03,417157.08,342353.06,-74804.02,-17.9
STR007,665,2025-04,349647.61,277490.15,-72157.46,-20.6
STR007,665,2025-05,266136.37,273448.68,7312.31,2.7
STR007,665,2025-06,259155.12,324549.75,65394.63,25.2
STR007,665,2025-07,15058.23,16870.16,1811.93,12.0
STR007,665,2025-08,449156.74,325323.28,-123833.46,-27.6
STR007,665,2025-09,358528.11,411296.49,52768.38,14.7
STR007,665,2025-10,444296.23,387006.15,-57290.08,-12.9
STR007,665,2025-11,75596.1,73291.62,-2304.48,-3.0
STR007,665,2025-12,118135.89,132094.21,13958.32,11.8
STR007,604,2023-01,94983.64,77109.41,-17874.23,-18.8
STR007,604,2023-02,55504.27,58258.57,2754.3,5.0
STR007,604,2023-03,187749.86,242905.52,55155.66,29.4
STR007,604,2023-04,372072.92,307363.93,-64708.99,-17.4
STR007,604,2023-05,78188.45,101451.83,23263.38,29.8
STR007,604,2023-06,287750.53,238040.42,-49710.11,-17.3
STR007,604,2023-07,199721.53,214442.69,14721.16,7.4
STR007,604,2023-08,218517.7,203404.51,-15113.19,-6.9
STR007,604,2023-09,477230.4,342086.42,-135143.98,-28.3
STR007,604,2023-10,380880.35,425301.75,44421.4,11.7
STR007,604,2023-11,498468.95,583717.11,85248.16,17.1
STR007,604,2023-12,120064.98,119739.4,-325.58,-0.3
STR007,604,2024-01,128620.45,111095.41,-17525.04,-13.6
STR007,604,2024-02,29802.2,29123.78,-678.42,-2.3
STR007,604,2024-03,379549.33,482506.54,102957.21,27.1
STR007,604,2024-04,395391.1,424800.59,29409.49,7.4
STR007,604,2024-05,274459.5,200622.55,-73836.95,-26.9
STR007,604,2024-06,155054.78,114061.79,-40992.99,-26.4
STR007,604,2024-07,342057.16,434223.12,92165.96,26.9
STR007,604,2024-08,156659.91,187475.28,30815.37,19.7
STR007,604,2024-09,157446.73,163380.48,5933.75,3.8
STR007,604,2024-10,254329.18,239976.74,-14352.44,-5.6
STR007,604,2024-11,71748.28,59667.66,-12080.62,-16.8
STR007,604,2024-12,476917.71,345519.48,-131398.23,-27.6
STR007,604,2025-01,39131.55,41440.63,2309.08,5.9
STR007,604,2025-02,436071.63,538530.25,102458.62,23.5
STR007,604,2025-03,292834.91,346112.15,53277.24,18.2
STR007,604,2025-04,451630.3,526993.75,75363.45,16.7
STR007,604,2025-05,200382.11,210775.25,10393.14,5.2
STR007,604,2025-06,50023.62,50616.16,592.54,1.2
STR007,604,2025-07,351996.48,315483.96,-36512.52,-10.4
STR007,604,2025-08,77462.44,62469.39,-14993.05,-19.4
STR007,604,2025-09,161664.23,200220.17,38555.94,23.8
STR007,604,2025-10,251836.16,310711.65,58875.49,23.4
STR007,604,2025-11,314163.49,402234.77,88071.28,28.0
STR007,604,2025-12,291328.45,314221.85,22893.4,7.9
STR007,642,2023-01,273497.45,224769.75,-48727.7,-17.8
STR007,642,2023-02,59789.24,70984.39,11195.15,18.7
STR007,642,2023-03,316151.23,301971.57,-14179.66,-4.5
STR007,642,2023-04,24188.67,23395.92,-792.75,-3.3
STR007,642,2023-05,285920.72,283496.4,-2424.32,-0.8
STR007,642,2023-06,140474.16,145543.34,5069.18,3.6
STR007,642,2023-07,158358.39,123700.35,-34658.04,-21.9
STR007,642,2023-08,467837.84,586736.12,118898.28,25.4
STR007,642,2023-09,101575.79,129608.38,28032.59,27.6
STR007,642,2023-10,465391.42,464056.57,-1334.85,-0.3
STR007,642,2023-11,68542.92,65544.39,-2998.53,-4.4
STR007,642,2023-12,486460.52,448400.27,-38060.25,-7.8
STR007,642,2024-01,232587.64,274033.2,41445.56,17.8
STR007,642,2024-02,369854.17,330991.88,-38862.29,-10.5
